distancia_costa,elevacion,temperatura,lat,Lon,humedad,localidad,ID,cluster
2.88043767719571,1862.9,19.07763385009936,21.705,-102.318,0.00781519164750393,JESUS TERAN INTL                ,765710,1
3.103521399321468,1999.0,19.110424384492063,21,-101.283,0.011195203850943311,GUANAJUATO  GTO.                ,765770,1
3.044970647446872,1815.4,19.6820506002052,20.983,-101.483,0.006758810980998697,GUANAJUATO INTL                 ,765773,1
2.189159991031548,983.0,21.804085958861258,21.933,-99.983,0.012411049231615526,RIO VERDE  S.L.P.               ,765810,1
1.2886014084387318,132.0,24.04072412414469,21.317,-98.817,0.015489213456695239,MATLAPA  S.L.P.                 ,765850,0
0.010383562795955698,2.0,26.40493334418577,21.3,-89.65,0.017168293972138333,PROGRESO  YUC.                  ,765930,0
0.01788572873799734,7.0,25.573353199030635,20.68,-105.254,0.015888284788409673,LICENCIADO GUSTAVO DIAZ ORDAZ   ,766013,0
0.28434337528013276,151.5,26.1296179337958,20.603,-97.461,0.015665477536454156,TAJIN                           ,766127,0
1.7479581894610121,1528.9,19.515749017085266,20.522,-103.311,0.007306437086155665,DON MIGUEL HIDALGO Y COSTILLA   ,766133,1
2.824545416743404,1919.0,19.659855205847496,20.617,-100.186,0.009412564514345483,QUERETARO INTERCONTINENTAL      ,766250,1
1.3230464018804051,2181.0,15.794464227559093,20.083,-98.367,0.009376710592205231,TULANCINGO  HGO.                ,766340,1
0.09103215961647265,28.0,24.61772293898077,20.95,-97.4,0.017078665288237573,TUXPAN.VER.                     ,766400,0
0.34490136661881343,11.6,26.627276027826227,20.937,-89.658,0.01594048919455833,LICENCIADO MANUEL CRESCENCIO    ,766440,0
0.014529343397348465,9.1,26.356937839529458,20.522,-86.926,0.016142276218765475,COZUMEL INTL                    ,766480,0
0.00462407551721374,3.0,26.88855308141064,19.05,-104.317,0.016679737261624413,MANZANILLO  COL.                ,766540,0
0.5640799483735531,751.9,26.543335687198457,19.277,-103.577,0.013897041953541897,COLIMA                          ,766580,0
1.900375726843762,1913.0,19.19300098753661,19.7,-101.183,0.009855629543835917,MORELIA  MICH.                  ,766650,1
2.1020770639847335,1838.9,18.705620632900892,19.85,-101.026,0.007540939883002309,GENERAL FRANCISCO J MUJICA IN   ,766655,1
2.3429946753195514,2720.0,13.200351853488907,19.283,-99.683,0.007994841018438729,TOLUCA  MEX.                    ,766750,1
2.431961500049055,2580.4,13.496458490210962,19.337,-99.566,0.0059751332663429005,LICENCIADO ADOLFO LOPEZ MATEO   ,766753,1
2.3093400891476854,2235.0,16.852721925304873,19.433,-99.133,0.008450935109855638,AEROP INTERNACIONAL MEXICO  D   ,766790,1
2.2559933587734196,2229.9,17.287642967569656,19.436,-99.072,0.00612024541298697,LICENCIADO BENITO JUAREZ INTL   ,766793,1
1.6967006812577652,2248.0,16.028142760083735,19.317,-98.25,0.009906378002716605,TLAXCALA  TLAX.                 ,766830,1
1.8945020844354188,2243.6,17.052709640616413,19.158,-98.371,0.009024129460983878,HERMANOS SERDAN INTL            ,766850,1
0.5295336602759909,1389.0,18.601215756685335,19.55,-96.917,0.011809775807882034,JALAPA  VER.                    ,766870,1
0.07162380458511304,27.4,25.845454454994037,19.146,-96.187,0.01604251611760761,GENERAL HERIBERTO JARA INTL     ,766913,0
0.01798610713365332,16.0,25.92255565263132,19.15,-96.117,0.016799325194188877,HACIENDA YLANG YLANG VERACRUZ   ,766920,0
0.04678891085087227,10.4,26.92045524849755,19.817,-90.5,0.016742130237533417,INGENIERO ALBERTO ACUNA ONGAY   ,766950,0
2.0584571398976315,1303.6,21.768377851354415,18.835,-99.262,0.010463377882444174,GENERAL MARIANO MATAMOROS       ,767260,1
0.9327521295384975,1259.0,19.217472412434105,18.85,-97.1,0.012604184623296927,ORIZABA  VER.                   ,767370,1
0.06933623464617117,11.0,26.346492180361306,18.103,-94.581,0.016600418896831066,MINATITLAN                      ,767383,0
0.030440751174939478,16.0,26.23382454191026,18.183,-94.5,0.017397964221928592,COATZACOALCOS  VER              ,767410,0
0.46654108847661296,14.0,27.334892272522808,17.983,-92.817,0.016794300568290982,C P A CARLOS ROVIROSA INTL      ,767433,0
0.41670449013843053,33.0,27.11111129399835,18.017,-92.95,0.01748508164400143,VILLAHERMOSA      &             ,767441,0
0.11529693450418814,11.9,27.145649607168906,18.505,-88.327,0.017462294196340766,CHETUMAL INTL                   ,767500,0
0.012103994345686457,7.9,28.043301529265364,17.602,-101.461,0.016689971747079212,IXTAPA ZIHUATANEJO INTL         ,767584,0
0.7835596025553261,1265.0,22.256717109805248,17.55,-99.5,0.013391600796408663,CHILPANCINGO  RO.               ,767620,1
1.2277423185582947,1518.0,21.150606142661076,17.05,-96.717,0.011468305157954191,OAXACA  OAX.                    ,767750,1
1.175344954717796,1520.6,21.484010229828655,17,-96.733,0.0079240067267925,XOXOCOTLAN INTL                 ,767755,1
0.010388724459196351,3.0,28.11594142537962,16.75,-99.75,0.01815291761538112,ACAPULCO  GRO                   ,768050,0
0.013776807979552585,4.0,27.37508491585033,16.757,-99.754,0.017042418572130142,GENERAL JUAN N ALVAREZ INTL     ,768056,0
1.050479484486563,576.0,24.669831702955793,16.75,-93.133,0.014431821124427133,TUXTLA GUTIERREZ   CHIS.        ,768430,0
1.3423054373696672,2116.0,15.4045423962855,16.75,-92.633,0.011362814978824102,SN. CRISTOBAL LAS CASAS  CHIS   ,768450,1
1.2889369818498422,1646.0,18.364674525455907,16.25,-92.133,0.011330598785234385,COMITAN  CHIS.                  ,768480,1
0.26253225483373294,118.0,27.42040749202447,14.917,-92.25,0.017210024405316188,TAPACHULA  CHIS                 ,769030,0
0.09074767190388408,29.6,27.44933828073324,14.794,-92.37,0.017772411131856087,TAPACHULA INTL                  ,769043,0
