Column1,Column2,Column3,Column32,Column33,Column4,Column5
507880-99999 ,FUJIN                           ,47.233,131.983,65,20/08/1956,01/02/2023
508440-99999 ,TAILAI                          ,46.4,123.45,150,01/08/1961,01/02/2023
508540-99999 ,ANDA                            ,46.383,125.317,150,20/08/1956,01/02/2023
508880-99999 ,BAOQING                         ,46.317,132.183,83,02/06/1957,01/02/2023
509150-99999 ,ULIASTAI                        ,45.517,116.967,840,20/08/1956,01/02/2023
509490-99999 ,QIAN GORLOS                     ,45.083,124.867,136,20/08/1956,01/02/2023
509530-99999 ,HARBIN                          ,45.933,126.567,117.7,20/08/1956,01/02/2023
509630-99999 ,TONGHE                          ,45.967,128.733,110,20/08/1956,01/02/2023
509680-99999 ,SHANGZHI                        ,45.217,127.967,191,20/08/1956,01/02/2023
509780-99999 ,JIXI                            ,45.3,130.917,273.5,20/08/1956,01/02/2023
509830-99999 ,HULIN                           ,45.767,132.967,103,01/01/1973,01/02/2023
510530-99999 ,KABA HE                         ,48.05,86.35,534,01/01/1960,01/02/2023
510760-99999 ,ALTAY                           ,47.733,88.083,737,20/08/1956,01/02/2023
510870-99999 ,FUYUN                           ,46.983,89.517,827,20/08/1956,01/02/2023
511330-99999 ,TACHENG                         ,46.733,83,535,01/09/1961,01/02/2023
511560-99999 ,HOBOKSAR                        ,46.817,85.75,1323.2,20/08/1956,01/02/2023
512320-99999 ,PA-ERH-LU-K'O MTN               ,45.95,82.567,1067,09/12/1959,31/12/1997
512430-99999 ,KARAMAY                         ,45.6,84.85,428,02/04/1961,01/02/2023
512880-99999 ,BAYTIK SHAN                     ,45.367,90.533,1651,09/12/1959,01/02/2023
513340-99999 ,JINGHE                          ,44.567,82.817,330.2,20/08/1956,01/02/2023
513790-99999 ,QITAI                           ,44.017,89.567,794,20/08/1956,01/02/2023
514310-99999 ,YINING                          ,43.95,81.333,663,09/08/1958,01/02/2023
514630-99999 ,WU LU MU QI                     ,43.783,87.617,919,20/08/1956,01/02/2023
514635-99999 ,DIWOPU                          ,43.907,87.474,647.7,09/02/1985,01/02/2023
514670-99999 ,BALGUNTAY                       ,42.667,86.333,1753,01/01/1960,01/02/2023
514950-99999 ,SHISANJIANFANG                  ,43.217,91.733,732,20/08/1956,01/02/2023
515420-99999 ,BAYANBULAK                      ,43.033,84.15,2459,01/01/1960,01/02/2023
515730-99999 ,TURPAN                          ,42.95,89.233,39.3,20/08/1956,01/02/2023
516440-99999 ,KUQA                            ,41.717,82.95,1100,20/08/1956,01/02/2023
516560-99999 ,KORLA                           ,41.733,85.817,903,01/09/1961,01/02/2023
517050-99999 ,AR-TUX                          ,39.667,76.167,1494,20/08/1956,31/12/1997
517090-99999 ,KASHI                           ,39.543,76.02,1380.4,04/10/1957,01/02/2023
517110-99999 ,AKQI                            ,40.933,78.45,1986,01/07/1957,01/02/2023
517160-99999 ,BACHU                           ,39.8,78.567,1117,20/08/1956,01/02/2023
517300-99999 ,ALAR                            ,40.5,81.05,1013,02/03/1962,01/02/2023
517470-99999 ,TAZHONG                         ,39,83.667,1099,15/09/2001,01/02/2023
517650-99999 ,TIKANLIK                        ,40.633,87.7,847,30/06/1957,01/02/2023
517770-99999 ,RUOQIANG                        ,39.033,88.167,889,20/08/1956,01/02/2023
518110-99999 ,SHACHE                          ,38.433,77.267,1232,20/08/1956,01/02/2023
518180-99999 ,PISHAN                          ,37.617,78.283,1376,01/03/1961,01/02/2023
518280-99999 ,HOTAN                           ,37.133,79.933,1375,20/08/1956,01/02/2023
518390-99999 ,MINFENG                         ,37.067,82.717,1409,01/01/1960,31/12/1997
518480-99999 ,ANDIR                           ,37.933,83.65,1264,02/03/1962,31/12/1997
518550-99999 ,QIEMO/QARQAN                    ,38.15,85.55,1248,20/08/1956,31/12/1997
518860-99999 ,MANGNAI                         ,38.25,90.85,2945,01/08/1961,01/02/2023
519310-99999 ,YUTIAN/KERIYA                   ,36.867,81.7,1554,20/08/1956,31/12/1997
521120-99999 ,NAOMAOHU                        ,43.6,95.133,469,30/03/2003,01/02/2023
521180-99999 ,YIWU                            ,43.267,94.7,1729,01/09/1961,31/12/1997
522030-99999 ,HAMI                            ,42.817,93.517,739,20/08/1956,01/02/2023
522670-99999 ,EJIN QI                         ,41.95,101.067,941,01/03/1960,01/02/2023
523230-99999 ,MAZONG SHAN                     ,41.8,97.033,1770,09/12/1959,01/02/2023
523780-99999 ,GUAIZIHU                        ,41.367,102.367,960,01/05/1960,01/02/2023
524180-99999 ,DUNHUANG                        ,40.15,94.683,1140,20/08/1956,01/02/2023
524240-99999 ,AN-XI                           ,40.5,96,1177,29/06/1957,31/12/1997
524360-99999 ,YUMENZHEN                       ,40.267,97.033,1527,20/08/1956,01/02/2023
524410-99999 ,BEISHAN (MTNS)                  ,40.717,98.617,1554,01/01/1973,18/04/1990
524460-99999 ,SHUANGCHENGTZU                  ,40.4,99.8,1158,20/08/1956,31/12/1997
524950-99999 ,BAYAN MOD                       ,40.75,104.5,1329,02/09/1961,01/02/2023
525330-99999 ,JIUQUAN/SUZHOU                  ,39.767,98.483,1478,31/03/1946,01/02/2023
525331-99999 ,ZHONGCHUAN                      ,36.515,103.62,1947.1,13/07/2004,01/02/2023
525760-99999 ,LAI-YEN-CH'IH                   ,39.383,102.833,1383,01/06/1957,31/12/1997
526020-99999 ,LENGHU                          ,38.833,93.383,2771,01/07/1957,01/02/2023
526330-99999 ,TUO-LE                          ,38.8,98.417,609,02/09/1961,31/12/1997
526520-99999 ,ZHANGYE                         ,39.083,100.283,1462,01/01/1960,01/02/2023
526740-99999 ,JIN-CHANG                       ,38.467,102.183,1676,01/01/1964,31/12/1997
526810-99999 ,MINQIN                          ,38.633,103.083,1367,02/05/1957,01/02/2023
527070-99999 ,T'A-ERH-TING                    ,37.067,92.867,2712,01/07/1957,31/12/1997
527130-99999 ,DA-QAIDAM                       ,37.85,95.367,3174,30/06/1957,01/02/2023
527370-99999 ,DELINGHA                        ,37.367,97.367,2982,20/08/1956,01/02/2023
527540-99999 ,GANGCA                          ,37.333,100.133,3302,16/03/1961,01/02/2023
527650-99999 ,HAO-MEN                         ,37.367,101.617,2682,01/09/1961,31/12/1997
527870-99999 ,WUSHAOLING                      ,37.2,102.867,3044,20/08/1956,01/02/2023
528180-99999 ,GOLMUD                          ,36.417,94.9,2809,20/08/1956,01/02/2023
528250-99999 ,NUO-MU-HONG                     ,36.45,96.467,2804,01/06/1957,31/12/1997
528360-99999 ,DOULAN                          ,36.3,98.1,3190,20/08/1956,01/02/2023
528420-99999 ,CHA-KA                          ,36.783,99.083,2925,01/09/1961,31/12/1997
528560-99999 ,GONGHE                          ,36.35,100.783,2743,20/08/1956,31/12/1997
528660-99999 ,XINING                          ,36.617,101.767,2262,20/08/1956,01/02/2023
528890-99999 ,LANZHOU                         ,36.05,103.883,1518,20/08/1956,31/12/1997
528950-99999 ,JINGYUAN                        ,36.583,104.683,1505,20/08/1956,31/12/1997
529080-99999 ,WUDAOLIANG                      ,35.217,93.083,4613,01/07/1957,01/02/2023
529550-99999 ,GUINAN                          ,35.583,100.75,3123,02/08/2001,01/02/2023
529570-99999 ,TONGDE                          ,35.267,100.65,3290,20/08/1956,31/12/1997
529830-99999 ,YU ZHONG                        ,35.867,104.15,1875,10/05/2004,01/02/2023
529960-99999 ,HUAJIALING                      ,35.383,105,2450,20/08/1956,01/02/2023
530680-99999 ,ERENHOT                         ,43.65,112,966,20/08/1956,01/02/2023
530830-99999 ,NARAN BULAG                     ,44.617,114.15,1183,01/01/1958,01/02/2023
531490-99999 ,MANDAL                          ,42.533,110.133,1223,01/01/1958,01/02/2023
531920-99999 ,ABAG QI                         ,44.017,115,1147.7,20/08/1956,01/02/2023
532310-99999 ,HAILS                           ,41.45,106.383,1510,02/01/1960,01/02/2023
532760-99999 ,JURH                            ,42.4,112.9,1152,20/08/1956,01/02/2023
533360-99999 ,HALIUT                          ,41.567,108.517,1290,20/08/1956,01/02/2023
533520-99999 ,BAILING-MIAO                    ,41.7,110.433,1377,20/08/1956,01/02/2023
533910-99999 ,HUADE                           ,41.9,114,1484,20/08/1956,01/02/2023
534630-99999 ,BAITA                           ,40.851,111.824,1083.9,20/08/1956,01/02/2023
534800-99999 ,JINING                          ,41.033,113.067,1416,20/08/1956,01/02/2023
534870-99999 ,DATONG                          ,40.083,113.417,1054,01/06/1957,01/02/2023
535020-99999 ,JARTAI                          ,39.783,105.75,1143,20/08/1956,01/02/2023
535130-99999 ,LINHE                           ,40.767,107.4,1041,20/08/1956,01/02/2023
535290-99999 ,OTOG QI                         ,39.1,107.983,1381,20/08/1956,01/02/2023
535430-99999 ,DONGSHENG                       ,39.833,109.983,1459,01/01/1973,01/02/2023
535640-99999 ,HEQU                            ,39.367,111.217,1037,20/08/1956,01/02/2023
535880-99999 ,WUTAI SHAN                      ,38.95,113.517,2210,20/08/1956,01/02/2023
535930-99999 ,YU XIAN                         ,39.833,114.567,910,20/08/1956,01/02/2023
536140-99999 ,YINCHUAN                        ,38.483,106.217,1112,20/08/1956,01/02/2023
536460-99999 ,YULIN                           ,38.267,109.783,1158,20/08/1956,01/02/2023
536730-99999 ,YUANPING                        ,38.75,112.7,838,20/08/1956,01/02/2023
536980-99999 ,SHIJIAZHUANG                    ,38.067,114.35,104.8,20/08/1956,01/02/2023
537050-99999 ,ZHONGNING                       ,37.483,105.683,1193,20/08/1956,01/02/2023
537230-99999 ,YANCHI                          ,37.8,107.383,1356,20/08/1956,01/02/2023
537380-99999 ,PIN-KOU-MEN                     ,37.15,108.383,1438,02/01/1960,31/12/1997
537640-99999 ,LISHI                           ,37.5,111.1,951,01/06/1957,01/02/2023
537720-99999 ,WUSU                            ,37.747,112.628,784.9,20/08/1956,01/02/2023
537870-99999 ,YUSHE                           ,37.067,112.983,1042,01/06/1957,01/02/2023
537980-99999 ,XINGTAI                         ,37.183,114.367,184,01/06/1957,01/02/2023
538210-99999 ,HUNG-TE                         ,36.767,107.2,1322,03/01/1961,31/12/1997
538450-99999 ,YAN AN                          ,36.6,109.5,959,20/08/1956,01/02/2023
538630-99999 ,JIEXIU                          ,37.033,111.917,745,20/08/1956,01/02/2023
538980-99999 ,ANYANG                          ,36.05,114.133,195.7,01/06/1957,01/02/2023
539150-99999 ,PINGLIANG                       ,35.55,106.667,1348,20/08/1956,01/02/2023
539230-99999 ,XIFENGZHEN                      ,35.733,107.633,1423,20/08/1956,01/02/2023
539470-99999 ,TONGCHUAN                       ,35.167,109.05,914,20/08/1956,31/12/1997
539590-99999 ,YUNCHENG                        ,35.117,111.067,376.5,20/08/1956,01/02/2023
539750-99999 ,YANGCHENG                       ,35.483,112.4,659,01/08/1961,01/02/2023
540120-99999 ,XI UJIMQIN QI                   ,44.583,117.6,997,20/08/1956,01/02/2023
540260-99999 ,JARUD QI                        ,44.567,120.9,266,20/08/1956,01/02/2023
540270-99999 ,LINDONG                         ,43.983,119.4,485,20/08/1956,01/02/2023
540490-99999 ,CHANGLING                       ,44.25,123.967,190,20/08/1956,01/02/2023
540940-99999 ,MUDANJIANG                      ,44.5,129.667,306.5,20/08/1956,01/02/2023
540960-99999 ,SUIFENHE                        ,44.383,131.15,498,20/08/1956,01/02/2023
541020-99999 ,XILIN HOT                       ,43.95,116.117,1004,20/08/1956,01/02/2023
541150-99999 ,LINXI                           ,43.633,118.033,825.4,20/08/1956,01/02/2023
541350-99999 ,TONGLIAO                        ,43.6,122.267,180,20/08/1956,01/02/2023
541570-99999 ,SIPING                          ,43.183,124.333,167,20/08/1956,01/02/2023
541610-99999 ,LONGJIA                         ,43.996,125.681,215.2,20/08/1956,01/02/2023
541611-99999 ,TAIPING                         ,45.623,126.25,139.3,13/07/2004,01/02/2023
541860-99999 ,DUNHUA                          ,43.367,128.2,525,01/06/1957,01/02/2023
542080-99999 ,DUOLUN                          ,42.183,116.467,1247,20/08/1956,01/02/2023
542180-99999 ,CHIFENG                         ,42.3,118.833,567,20/08/1956,01/02/2023
542260-99999 ,BUGT                            ,42.333,120.7,401,01/06/1957,01/02/2023
542360-99999 ,ZHANGWU                         ,42.417,122.533,84,20/08/1956,01/02/2023
542590-99999 ,QINGYUAN                        ,42.067,124.867,230,01/06/1957,01/02/2023
542730-99999 ,HUADIAN                         ,42.983,126.75,264,01/06/1957,01/02/2023
542920-99999 ,YANJI                           ,42.883,129.5,178,20/08/1956,01/02/2023
543080-99999 ,FENGNING                        ,41.2,116.633,661,01/06/1957,01/02/2023
543110-99999 ,WEICHANG                        ,41.933,117.75,844,20/08/1956,01/02/2023
543240-99999 ,CHAOYANG                        ,41.55,120.45,176,02/03/1957,01/02/2023
543370-99999 ,JINZHOU                         ,41.133,121.117,70,20/08/1956,01/02/2023
543420-99999 ,SHENYANG                        ,41.733,123.517,43,20/08/1956,01/02/2023
543424-99999 ,TAOXIAN                         ,41.64,123.483,60.4,01/07/1992,01/02/2023
543460-99999 ,BENXI                           ,41.317,123.783,185,01/06/1957,01/02/2023
543740-99999 ,LINJIANG                        ,41.8,126.917,381,01/04/1957,01/02/2023
543770-99999 ,JI'AN                           ,41.15,126.217,225,20/08/1956,01/02/2023
543860-99999 ,CHANGBAI                        ,41.417,128.183,775,01/06/1957,01/02/2023
544010-99999 ,ZHANGJIAKOU                     ,40.783,114.883,726,20/08/1956,01/02/2023
544050-99999 ,HUAILAI                         ,40.417,115.5,538,20/08/1956,01/02/2023
544230-99999 ,CHENGDE                         ,40.967,117.917,423,20/08/1956,01/02/2023
544360-99999 ,QINGLONG                        ,40.4,118.95,228,02/06/1957,01/02/2023
544710-99999 ,YINGKOU                         ,40.667,122.2,4,20/08/1956,01/02/2023
544830-99999 ,CAOHEKOU                        ,40.883,123.9,235,20/08/1956,14/04/1990
544930-99999 ,KUANDIAN                        ,40.717,124.783,261,20/08/1956,01/02/2023
544970-99999 ,DANDONG                         ,40.05,124.333,14,20/08/1956,01/02/2023
545110-99999 ,BEIJING - CAPITAL INTERNATION   ,40.08,116.585,35.4,31/10/1945,01/02/2023
545270-99999 ,TIANJIN                         ,39.1,117.167,5,20/08/1956,01/02/2023
545273-99999 ,BINHAI                          ,39.124,117.346,3,25/11/1981,01/02/2023
545340-99999 ,TANGSHAN                        ,39.65,118.1,29,20/08/1956,01/02/2023
545390-99999 ,LETING                          ,39.433,118.9,12,01/06/1957,01/02/2023
546020-99999 ,BAODING                         ,38.733,115.483,17,20/08/1956,01/02/2023
546160-99999 ,CANGZHOU                        ,38.333,116.833,11,20/08/1956,24/10/2001
546180-99999 ,POTOU                           ,38.083,116.55,13,01/12/1997,01/02/2023
546560-99999 ,TUOJI ISLAND                    ,38.167,120.783,59,01/06/1957,11/08/2002
546620-99999 ,ZHOUSHUIZI                      ,38.966,121.539,32.6,20/08/1956,01/02/2023
547140-99999 ,DEZHOU                          ,37.433,116.317,22,20/08/1956,12/02/2002
547150-99999 ,LINGXIAN                        ,37.333,116.567,19,01/07/1980,01/02/2023
547250-99999 ,HUIMIN                          ,37.5,117.533,12,20/08/1956,01/02/2023
547510-99999 ,CHANG DAO                       ,37.933,120.717,40,01/05/1986,01/02/2023
547530-99999 ,LONGKOU                         ,37.617,120.317,5,01/06/1957,01/02/2023
547760-99999 ,CHENGSHANTOU                    ,37.4,122.683,47,01/06/1957,01/02/2023
548080-99999 ,XINXIAN                         ,36.233,115.667,38,01/06/1957,01/02/2023
548230-99999 ,JINAN/TSINAN                    ,36.683,116.983,58,20/08/1956,01/02/2023
548260-99999 ,TAI SHAN                        ,36.25,117.1,1536,20/08/1956,01/02/2023
548360-99999 ,YIYUAN                          ,36.183,118.15,302,01/07/1961,01/02/2023
548430-99999 ,WEIFANG                         ,36.767,119.183,22,20/08/1956,01/02/2023
548570-99999 ,LIUTING                         ,36.266,120.374,10.1,20/08/1956,01/02/2023
548630-99999 ,HAIYANG                         ,36.767,121.167,64,01/06/1957,01/02/2023
549060-99999 ,HEZE/CAOZHOU                    ,35.25,115.433,51,20/08/1956,01/08/1997
549090-99999 ,DINGTAO                         ,35.083,115.517,51,01/04/1995,01/02/2023
549160-99999 ,YANZHOU                         ,35.567,116.85,53,20/08/1956,01/02/2023
549290-99999 ,FEZXZAN                         ,35.25,117.95,120,01/03/1998,01/02/2023
549380-99999 ,LINYI                           ,35.05,118.35,86,01/06/1957,31/12/1997
549450-99999 ,RIZHAO                          ,35.433,119.533,37,01/06/1957,01/02/2023
552280-99999 ,SHIQUANHE                       ,32.5,80.083,4280,01/07/1961,01/02/2023
552480-99999 ,LUMARINGBO                      ,32.3,84.05,4420,13/03/1973,31/12/1997
552790-99999 ,BAINGOIN                        ,31.367,90.017,4701,01/07/1957,01/02/2023
552990-99999 ,NAGQU                           ,31.483,92.067,4508,20/08/1956,01/02/2023
554370-99999 ,T'U-KO-ERH-HO-KUNG              ,30.55,81.433,4736,13/03/1973,31/12/1997
554720-99999 ,XAINZA                          ,30.95,88.633,4670,07/03/1960,01/02/2023
555780-99999 ,XIGAZE                          ,29.25,88.883,3837,01/07/1957,01/02/2023
